epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,63.0000,63.0000,82.0000,63.0000,0.0000,60.0000,0.0000,67.0000,0.0000,139.0000,202.0000,0.0000,0.0000,145.0000,205.0000,0.0000,0.0000,146.0000,213.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,-1.9956,0.0428,0.0000,-7.4030,0.1660,0.0000,1.1851,0.1219,0.0000,146.0882,0.2841,0.0000,211.4294,0.8576,0.0000,15.0000,0.4000,0.8647,0.7001,0.8647,0.7001,0.8137,0.2247,0.5535,0.1980
0.0500,92.0000,78.0000,87.0000,87.0000,0.0000,86.0000,0.0000,108.0000,0.0000,127.0000,214.0000,0.0000,0.0000,122.0000,208.0000,0.0000,0.0000,105.0000,213.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.2707,0.0761,0.0000,15.0280,0.1308,0.0000,4.0851,0.0150,0.0000,105.0000,0.0000,0.0000,212.4735,0.6115,0.0000,15.0000,0.4000,0.8845,0.5131,0.8845,0.5131,0.8555,0.1565,0.4226,0.1140
0.1000,87.0000,82.0000,97.0000,83.0000,0.0000,84.0000,0.0000,109.0000,0.0000,129.0000,212.0000,0.0000,0.0000,124.0000,208.0000,0.0000,0.0000,108.0000,217.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,8.9773,0.1139,0.0000,13.0188,0.0888,0.0000,4.5601,0.0402,0.0000,108.0000,0.0000,0.0000,216.7529,0.6455,0.0000,15.0000,0.4000,1.0259,0.2060,1.0259,0.2060,1.0170,0.0741,0.1454,0.0528
0.1500,98.0000,96.0000,99.0000,85.0000,0.0000,85.0000,0.0000,111.0000,0.0000,128.0000,213.0000,0.0000,0.0000,125.0000,210.0000,0.0000,0.0000,107.0000,218.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,9.8694,0.0082,0.0000,12.9073,0.0154,0.0000,6.5163,0.0012,0.0000,107.0000,0.0000,0.0000,218.0882,0.6319,0.0000,15.0000,0.4000,0.9634,0.0894,0.9634,0.0894,0.9687,0.0350,0.0666,0.0244
0.2000,93.0000,89.0000,97.0000,83.0000,0.0000,84.0000,0.0000,108.0000,0.0000,129.0000,212.0000,0.0000,0.0000,126.0000,210.0000,0.0000,0.0000,110.0000,218.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,8.2340,0.0317,0.0000,11.9534,0.0285,0.0000,5.8133,0.2518,0.0000,110.0000,0.0000,0.0000,217.4294,0.4957,0.0000,15.0000,0.4000,0.9843,0.0785,0.9843,0.0785,0.9813,0.0251,0.0623,0.0147
0.2500,95.0000,95.0000,99.0000,87.0000,0.0000,86.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,125.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.1000,0.0000,0.0000,12.8958,0.0111,0.0000,7.5160,0.0010,0.0000,107.0000,0.0000,0.0000,220.4118,0.4929,0.0000,15.0000,0.4000,0.9764,0.0377,0.9764,0.0377,0.9769,0.0169,0.0288,0.0139
0.3000,100.0000,99.0000,100.0000,87.0000,0.0000,87.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.0969,0.0077,0.0000,13.1000,0.0000,0.0000,7.3358,0.0041,0.0000,107.0000,0.0000,0.0000,220.0559,0.2300,0.0000,15.0000,0.4000,0.9971,0.0318,0.9971,0.0318,1.0001,0.0126,0.0196,0.0112
0.3500,96.0000,96.0000,100.0000,87.0000,0.0000,87.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.1802,0.0500,0.0000,13.0408,0.0840,0.0000,7.4598,0.0822,0.0000,107.0000,0.0000,0.0000,219.8029,0.3984,0.0000,15.0000,0.4000,1.0012,0.0122,1.0012,0.0122,1.0009,0.0040,0.0093,0.0029
0.4000,100.0000,100.0000,100.0000,87.0000,0.0000,86.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,125.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.1000,0.0000,0.0000,12.9220,0.0000,0.0000,7.3387,0.0000,0.0000,107.0000,0.0000,0.0000,220.0000,0.0000,0.0000,15.0000,0.4000,1.0000,0.0001,1.0000,0.0001,1.0000,0.0001,0.0001,0.0000
0.4500,98.0000,100.0000,100.0000,87.0000,0.0000,86.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,125.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.1887,0.0448,0.0000,12.9220,0.0000,0.0000,7.5155,0.0000,0.0000,107.0000,0.0000,0.0000,220.0882,0.2841,0.0000,15.0000,0.4000,0.9981,0.0151,0.9981,0.0151,0.9975,0.0053,0.0110,0.0035
