epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,53.0000,53.0000,69.0000,67.0000,0.0000,67.0000,0.0000,73.0000,0.0000,137.0000,204.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,136.0000,209.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,-0.0435,0.0588,0.0000,0.0436,0.1353,0.0000,-0.1177,0.0718,0.0000,136.0353,0.1848,0.0000,209.2676,0.4937,0.0000,15.0000,0.4000,0.9372,0.7726,0.9372,0.7726,0.7924,0.2799,0.5361,0.2205
0.0500,85.0000,82.0000,96.0000,85.0000,0.0000,84.0000,0.0000,107.0000,0.0000,128.0000,213.0000,0.0000,0.0000,127.0000,211.0000,0.0000,0.0000,114.0000,221.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,9.5155,0.0000,0.0000,10.9997,0.0659,0.0000,7.2127,0.1083,0.0000,114.0000,0.0000,0.0000,221.0000,0.0000,0.0000,15.0000,0.4000,0.7675,0.4639,0.7675,0.4639,0.6531,0.2075,0.3115,0.2002
0.1000,91.0000,91.0000,98.0000,85.0000,0.0000,86.0000,0.0000,110.0000,0.0000,128.0000,213.0000,0.0000,0.0000,127.0000,213.0000,0.0000,0.0000,113.0000,223.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,9.8730,0.0110,0.0000,10.0913,0.0599,0.0000,9.5451,0.0203,0.0000,113.0000,0.0000,0.0000,222.4412,0.8987,0.0000,15.0000,0.4000,0.9213,0.1978,0.9213,0.1978,0.9040,0.0830,0.1333,0.0635
0.1500,91.0000,89.0000,98.0000,85.0000,0.0000,85.0000,0.0000,111.0000,0.0000,128.0000,213.0000,0.0000,0.0000,126.0000,211.0000,0.0000,0.0000,110.0000,221.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,9.2083,0.0854,0.0000,11.1655,0.0925,0.0000,7.5587,0.0192,0.0000,110.0000,0.0000,0.0000,220.8147,0.3891,0.0000,15.0000,0.4000,0.9729,0.1251,0.9729,0.1251,0.9552,0.0469,0.0870,0.0372
0.2000,99.0000,94.0000,99.0000,87.0000,0.0000,87.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.4100,0.1196,0.0000,13.2638,0.1985,0.0000,7.4838,0.0679,0.0000,107.0000,0.0000,0.0000,220.0471,0.2121,0.0000,15.0000,0.4000,1.0276,0.0732,1.0276,0.0732,1.0252,0.0285,0.0536,0.0200
0.2500,95.0000,94.0000,100.0000,87.0000,0.0000,87.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.0776,0.0000,0.0000,13.1000,0.0000,0.0000,7.2149,0.1075,0.0000,107.0000,0.0000,0.0000,220.0000,0.0000,0.0000,15.0000,0.4000,1.0057,0.0473,1.0057,0.0473,1.0079,0.0166,0.0343,0.0108
0.3000,98.0000,96.0000,100.0000,87.0000,0.0000,87.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.2060,0.0236,0.0000,13.0947,0.0301,0.0000,7.3387,0.0000,0.0000,107.0000,0.0000,0.0000,220.0000,0.0000,0.0000,15.0000,0.4000,0.9789,0.0225,0.9789,0.0225,0.9749,0.0136,0.0146,0.0130
0.3500,97.0000,98.0000,100.0000,87.0000,0.0000,87.0000,0.0000,114.0000,0.0000,127.0000,214.0000,0.0000,0.0000,124.0000,211.0000,0.0000,0.0000,107.0000,221.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.2179,0.0115,0.0000,13.0995,0.0097,0.0000,7.5165,0.0013,0.0000,107.0000,0.0000,0.0000,220.5353,0.4995,0.0000,15.0000,0.4000,0.9982,0.0127,0.9982,0.0127,0.9978,0.0047,0.0086,0.0039
0.4000,98.0000,97.0000,100.0000,87.0000,0.0000,86.0000,0.0000,113.0000,0.0000,127.0000,214.0000,0.0000,0.0000,125.0000,211.0000,0.0000,0.0000,107.0000,220.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.1000,0.0000,0.0000,12.9220,0.0000,0.0000,7.3387,0.0000,0.0000,107.0000,0.0000,0.0000,220.0000,0.0000,0.0000,15.0000,0.4000,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001
0.4500,99.0000,99.0000,100.0000,87.0000,0.0000,86.0000,0.0000,114.0000,0.0000,127.0000,214.0000,0.0000,0.0000,125.0000,211.0000,0.0000,0.0000,107.0000,221.0000,0.0000,0.0000,137.0000,204.0000,0.0000,0.0000,10.0776,0.0000,0.0000,12.7760,0.1773,0.0000,7.5158,0.0008,0.0000,107.0000,0.0000,0.0000,220.4618,0.4993,0.0000,15.0000,0.4000,1.0054,0.0169,1.0054,0.0169,1.0050,0.0064,0.0122,0.0046
