epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,50.0000,58.0000,72.0000,84.0000,0.0000,65.0000,0.0000,70.0000,0.0000,183.0000,267.0000,0.0000,0.0000,207.0000,272.0000,0.0000,0.0000,210.0000,280.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,4.8409,0.0435,0.0000,-19.5166,0.0400,0.0000,9.8548,0.0784,0.0000,210.0000,0.0000,0.0000,279.4111,1.0102,0.0000,20.0000,0.4000,1.9418,3.2688,1.9418,3.2688,0.7799,0.8908,2.8979,0.4875
0.0500,67.0000,56.0000,67.0000,84.0000,0.0000,83.0000,0.0000,103.0000,0.0000,183.0000,267.0000,0.0000,0.0000,178.0000,261.0000,0.0000,0.0000,164.0000,267.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,3.9920,0.0280,0.0000,9.0581,0.0065,0.0000,-1.2869,0.0406,0.0000,164.0000,0.0000,0.0000,266.2818,0.5174,0.0000,20.0000,0.4000,1.2746,1.6131,1.2746,1.6131,1.0619,0.3495,1.4795,0.1958
0.1000,71.0000,65.0000,89.0000,88.0000,0.0000,87.0000,0.0000,115.0000,0.0000,181.0000,269.0000,0.0000,0.0000,179.0000,266.0000,0.0000,0.0000,166.0000,281.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,6.3307,0.0734,0.0000,8.1942,0.0050,0.0000,3.9396,0.1528,0.0000,166.0000,0.0000,0.0000,280.4573,0.6863,0.0000,20.0000,0.4000,0.9961,0.5350,0.9961,0.5350,0.8901,0.1982,0.3593,0.1582
0.1500,90.0000,89.0000,97.0000,104.0000,0.0000,104.0000,0.0000,127.0000,0.0000,173.0000,277.0000,0.0000,0.0000,170.0000,274.0000,0.0000,0.0000,158.0000,285.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,14.6609,0.0605,0.0000,17.1091,0.0319,0.0000,11.3581,0.2092,0.0000,158.0000,0.0000,0.0000,285.1848,0.8154,0.0000,20.0000,0.4000,1.0872,0.2724,1.0872,0.2724,1.1048,0.0859,0.2287,0.0645
0.2000,90.0000,90.0000,98.0000,96.0000,0.0000,98.0000,0.0000,126.0000,0.0000,177.0000,273.0000,0.0000,0.0000,175.0000,273.0000,0.0000,0.0000,159.0000,285.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,10.6948,0.0806,0.0000,11.9551,0.1135,0.0000,10.0567,0.1341,0.0000,159.0000,0.0000,0.0000,284.4065,0.4917,0.0000,20.0000,0.4000,0.9919,0.0883,0.9919,0.0883,0.9851,0.0301,0.0651,0.0222
0.2500,88.0000,88.0000,96.0000,98.0000,0.0000,99.0000,0.0000,127.0000,0.0000,176.0000,274.0000,0.0000,0.0000,175.0000,274.0000,0.0000,0.0000,159.0000,286.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.8526,0.1095,0.0000,12.8655,0.4368,0.0000,11.4704,0.1879,0.0000,159.0000,0.0000,0.0000,286.8106,1.3595,0.0000,20.0000,0.4000,0.9920,0.0657,0.9920,0.0657,0.9834,0.0213,0.0506,0.0131
0.3000,94.0000,94.0000,99.0000,98.0000,0.0000,98.0000,0.0000,126.0000,0.0000,176.0000,274.0000,0.0000,0.0000,176.0000,274.0000,0.0000,0.0000,160.0000,286.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.0214,0.0000,0.0000,11.0356,0.1054,0.0000,11.2456,0.1019,0.0000,160.0000,0.0000,0.0000,286.0000,0.0000,0.0000,20.0000,0.4000,0.9804,0.0304,0.9804,0.0304,0.9810,0.0134,0.0244,0.0111
0.3500,97.0000,96.0000,99.0000,98.0000,0.0000,98.0000,0.0000,128.0000,0.0000,176.0000,274.0000,0.0000,0.0000,175.0000,273.0000,0.0000,0.0000,158.0000,286.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.6575,0.0006,0.0000,12.5017,0.0740,0.0000,10.8049,0.0291,0.0000,158.0000,0.0000,0.0000,285.5566,0.4974,0.0000,20.0000,0.4000,0.9951,0.0148,0.9951,0.0148,0.9933,0.0056,0.0109,0.0044
0.4000,94.0000,96.0000,100.0000,98.0000,0.0000,99.0000,0.0000,127.0000,0.0000,176.0000,274.0000,0.0000,0.0000,175.0000,274.0000,0.0000,0.0000,159.0000,286.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.6668,0.0138,0.0000,12.4647,0.0685,0.0000,11.1051,0.1252,0.0000,159.0000,0.0000,0.0000,286.0878,0.2833,0.0000,20.0000,0.4000,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001
0.4500,96.0000,96.0000,100.0000,98.0000,0.0000,99.0000,0.0000,128.0000,0.0000,176.0000,274.0000,0.0000,0.0000,175.0000,274.0000,0.0000,0.0000,158.0000,286.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.6580,0.0002,0.0000,12.5199,0.0696,0.0000,11.0090,0.0472,0.0000,158.0000,0.0000,0.0000,286.1524,0.3598,0.0000,20.0000,0.4000,1.0210,0.0242,1.0210,0.0242,1.0239,0.0137,0.0168,0.0129
0.5000,97.0000,97.0000,100.0000,98.0000,0.0000,98.0000,0.0000,127.0000,0.0000,176.0000,274.0000,0.0000,0.0000,176.0000,274.0000,0.0000,0.0000,160.0000,287.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.0716,0.0297,0.0000,11.7155,0.1294,0.0000,10.9713,0.0843,0.0000,160.0000,0.0000,0.0000,286.6259,0.4845,0.0000,20.0000,0.4000,1.0058,0.0374,1.0058,0.0374,1.0110,0.0128,0.0278,0.0100
0.5500,94.0000,94.0000,99.0000,98.0000,0.0000,98.0000,0.0000,126.0000,0.0000,176.0000,274.0000,0.0000,0.0000,175.0000,273.0000,0.0000,0.0000,159.0000,285.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.1621,0.1453,0.0000,12.1727,0.1564,0.0000,10.6462,0.0869,0.0000,159.0000,0.0000,0.0000,285.1201,0.7387,0.0000,20.0000,0.4000,1.0113,0.0552,1.0113,0.0552,1.0150,0.0174,0.0443,0.0125
0.6000,90.0000,92.0000,100.0000,98.0000,0.0000,100.0000,0.0000,130.0000,0.0000,176.0000,274.0000,0.0000,0.0000,172.0000,272.0000,0.0000,0.0000,154.0000,284.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.9556,0.0675,0.0000,15.0787,0.0151,0.0000,9.4807,0.2915,0.0000,154.0000,0.0000,0.0000,284.0970,0.5135,0.0000,20.0000,0.4000,0.9675,0.1003,0.9675,0.1003,0.9847,0.0344,0.0799,0.0230
0.6500,79.0000,83.0000,96.0000,96.0000,0.0000,96.0000,0.0000,121.0000,0.0000,177.0000,273.0000,0.0000,0.0000,175.0000,271.0000,0.0000,0.0000,161.0000,282.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,10.2536,0.0445,0.0000,12.5158,0.0710,0.0000,8.2148,0.1213,0.0000,161.0000,0.0000,0.0000,281.7644,0.5485,0.0000,20.0000,0.4000,1.0162,0.1999,1.0162,0.1999,1.0286,0.0531,0.1701,0.0316
0.7000,91.0000,85.0000,92.0000,98.0000,0.0000,96.0000,0.0000,121.0000,0.0000,176.0000,274.0000,0.0000,0.0000,181.0000,277.0000,0.0000,0.0000,166.0000,287.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.6582,0.0060,0.0000,6.8843,0.1086,0.0000,14.6710,0.1660,0.0000,166.0000,0.0000,0.0000,286.3718,0.5876,0.0000,20.0000,0.4000,0.9007,0.2891,0.9007,0.2891,0.8453,0.1100,0.2121,0.1020
0.7500,84.0000,68.0000,79.0000,96.0000,0.0000,89.0000,0.0000,106.0000,0.0000,177.0000,273.0000,0.0000,0.0000,188.0000,277.0000,0.0000,0.0000,182.0000,288.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,10.0542,0.0828,0.0000,-0.8558,0.0748,0.0000,14.6195,0.0197,0.0000,182.2217,0.4159,0.0000,288.6282,0.9294,0.0000,20.0000,0.4000,1.0209,0.9671,1.0209,0.9671,0.8998,0.1873,0.8918,0.1079
0.8000,84.0000,84.0000,90.0000,110.0000,0.0000,104.0000,0.0000,122.0000,0.0000,170.0000,280.0000,0.0000,0.0000,167.0000,271.0000,0.0000,0.0000,158.0000,280.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,17.2939,0.0161,0.0000,20.0891,0.0000,0.0000,8.0307,0.0493,0.0000,158.0000,0.0000,0.0000,279.5751,1.1685,0.0000,20.0000,0.4000,0.8772,0.9301,0.8772,0.9301,0.6761,0.2687,0.7690,0.2274
0.8500,65.0000,62.0000,83.0000,90.0000,0.0000,89.0000,0.0000,109.0000,0.0000,180.0000,270.0000,0.0000,0.0000,181.0000,270.0000,0.0000,0.0000,164.0000,273.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,7.1970,0.0256,0.0000,6.6233,0.1819,0.0000,7.3734,0.1391,0.0000,163.4365,0.4965,0.0000,272.5312,0.6664,0.0000,20.0000,0.4000,0.5220,1.7012,0.5220,1.7012,0.4928,0.3304,1.6388,0.2586
0.9000,30.0000,32.0000,32.0000,52.0000,0.0000,51.0000,0.0000,53.0000,0.0000,199.0000,251.0000,0.0000,0.0000,198.0000,249.0000,0.0000,0.0000,198.0000,251.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,-11.9077,0.2455,0.0000,-10.8264,0.5834,0.0000,-13.1261,0.6163,0.0000,198.0300,0.2288,0.0000,inf,nan,nan,20.0000,0.4000,0.3503,0.8690,0.3503,0.8690,0.1624,0.4441,0.6230,0.4279
0.9500,12.0000,8.0000,13.0000,46.0000,0.0000,22.0000,0.0000,78.0000,0.0000,202.0000,248.0000,0.0000,0.0000,202.0000,224.0000,0.0000,0.0000,201.0000,279.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,-14.9109,0.0000,0.0000,-14.9034,0.0000,0.0000,-38.3115,0.0000,0.0000,201.0000,0.0000,0.0000,268.5266,1.5796,0.0000,20.0000,0.4000,0.2340,2.1169,0.2340,2.1169,0.0008,0.5504,1.9638,0.4997
1.0000,42.0000,0.0000,0.0000,98.0000,0.0000,7.0000,0.0000,5.0000,0.0000,176.0000,274.0000,0.0000,0.0000,269.0000,276.0000,0.0000,0.0000,268.0000,273.0000,0.0000,0.0000,187.0000,263.0000,0.0000,0.0000,11.5680,0.0000,0.0000,-81.5355,0.0000,0.0000,13.2906,0.0000,0.0000,268.0000,0.0000,0.0000,273.0000,0.0000,0.0000,20.0000,0.4000,0.0506,1.3611,0.0506,1.3611,0.0000,0.5209,1.2917,0.5000
