epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,94.0000,94.0000,100.0000,70.0000,0.0000,70.0000,0.0000,88.0000,0.0000,77.0000,147.0000,0.0000,0.0000,77.0000,147.0000,0.0000,0.0000,67.0000,155.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,6.9406,0.0832,0.0000,6.5940,0.1752,0.0000,7.5513,0.1802,0.0000,67.0000,0.0000,0.0000,154.7071,0.4560,0.0000,10.0000,0.4000,1.0734,0.2977,1.0734,0.2977,1.0504,0.1188,0.1938,0.0925
0.0500,100.0000,92.0000,100.0000,85.0000,0.0000,94.0000,0.0000,109.0000,0.0000,69.0000,154.0000,0.0000,0.0000,52.0000,146.0000,0.0000,0.0000,42.0000,151.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,14.0648,0.1378,0.0000,31.7180,0.0000,0.0000,6.3364,0.1533,0.0000,42.0000,0.0000,0.0000,151.1464,0.3543,0.0000,10.0000,0.4000,1.0327,0.5644,1.0327,0.5644,1.0356,0.0726,0.5464,0.0431
0.1000,93.0000,89.0000,98.0000,73.0000,0.0000,74.0000,0.0000,93.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,59.0000,152.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.1427,0.0000,0.0000,11.1254,0.0000,0.0000,6.2751,0.0001,0.0000,59.0000,0.0000,0.0000,152.0000,0.0000,0.0000,10.0000,0.4000,0.9874,0.0832,0.9874,0.0832,1.0038,0.0281,0.0627,0.0119
0.1500,98.0000,97.0000,100.0000,77.0000,0.0000,77.0000,0.0000,94.0000,0.0000,73.0000,150.0000,0.0000,0.0000,70.0000,147.0000,0.0000,0.0000,59.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,10.2258,0.0942,0.0000,13.8697,0.1156,0.0000,7.3629,0.1598,0.0000,57.3682,0.7768,0.0000,153.5941,0.7380,0.0000,10.0000,0.4000,1.0279,0.1048,1.0279,0.1048,1.0495,0.0357,0.0816,0.0302
0.2000,98.0000,98.0000,98.0000,73.0000,0.0000,74.0000,0.0000,92.0000,0.0000,75.0000,148.0000,0.0000,0.0000,73.0000,147.0000,0.0000,0.0000,61.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.3537,0.0174,0.0000,10.8448,0.0802,0.0000,7.1580,0.0396,0.0000,61.0000,0.0000,0.0000,153.2385,0.4737,0.0000,10.0000,0.4000,0.9935,0.0482,0.9935,0.0482,0.9910,0.0168,0.0351,0.0131
0.2500,96.0000,94.0000,100.0000,73.0000,0.0000,74.0000,0.0000,94.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,59.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.3996,0.0139,0.0000,11.1384,0.0051,0.0000,6.8424,0.0584,0.0000,59.0000,0.0000,0.0000,152.8075,0.3951,0.0000,10.0000,0.4000,0.9944,0.0306,0.9944,0.0306,0.9946,0.0101,0.0237,0.0059
0.3000,98.0000,96.0000,99.0000,73.0000,0.0000,74.0000,0.0000,96.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,57.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.4033,0.0000,0.0000,11.1353,0.0047,0.0000,6.8973,0.0340,0.0000,57.0000,0.0000,0.0000,153.1841,0.3884,0.0000,10.0000,0.4000,0.9998,0.0258,0.9998,0.0258,0.9992,0.0090,0.0184,0.0062
0.3500,99.0000,96.0000,100.0000,73.0000,0.0000,74.0000,0.0000,94.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,59.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.4542,0.0530,0.0000,11.1427,0.0000,0.0000,6.8454,0.0578,0.0000,59.0000,0.0000,0.0000,153.0000,0.0000,0.0000,10.0000,0.4000,0.9947,0.0132,0.9947,0.0132,0.9956,0.0050,0.0101,0.0035
0.4000,100.0000,99.0000,100.0000,73.0000,0.0000,74.0000,0.0000,94.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,59.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.4077,0.0212,0.0000,11.1385,0.0051,0.0000,6.8965,0.0318,0.0000,59.0000,0.0000,0.0000,153.0000,0.0000,0.0000,10.0000,0.4000,1.0001,0.0001,1.0001,0.0001,1.0001,0.0000,0.0001,0.0000
0.4500,99.0000,98.0000,100.0000,73.0000,0.0000,75.0000,0.0000,94.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,147.0000,0.0000,0.0000,59.0000,153.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.4947,0.1373,0.0000,11.1677,0.0743,0.0000,7.1228,0.0947,0.0000,59.0000,0.0000,0.0000,153.6360,0.9512,0.0000,10.0000,0.4000,0.9943,0.0113,0.9943,0.0113,0.9945,0.0047,0.0083,0.0038
0.5000,97.0000,98.0000,100.0000,73.0000,0.0000,74.0000,0.0000,221.0000,0.0000,75.0000,148.0000,0.0000,0.0000,72.0000,146.0000,0.0000,0.0000,59.0000,280.0000,0.0000,0.0000,83.0000,140.0000,0.0000,0.0000,8.4265,0.1481,0.0000,11.1688,0.0857,0.0000,7.0700,0.2680,0.0000,59.0000,0.0000,0.0000,inf,nan,nan,10.0000,0.4000,0.9931,0.0178,0.9931,0.0178,0.9953,0.0070,0.0130,0.0054
