epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,100.0000,100.0000,100.0000,53.0000,0.0000,51.0000,0.0000,63.0000,0.0000,31.0000,84.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,85.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,8.0407,0.0166,0.0000,10.5530,0.0670,0.0000,4.0848,0.0020,0.0000,22.0000,0.0000,0.0000,84.8120,0.8271,0.0000,5.0000,0.4000,1.0234,0.1249,1.0234,0.1249,1.0402,0.0504,0.0774,0.0415
0.0500,100.0000,100.0000,100.0000,51.0000,0.0000,51.0000,0.0000,130.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,152.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.9131,0.0689,0.0000,10.6547,0.1041,0.0000,4.0387,0.0085,0.0000,22.0000,0.0000,0.0000,inf,nan,nan,5.0000,0.4000,1.0119,0.0783,1.0119,0.0783,1.0086,0.0265,0.0588,0.0178
0.1000,99.0000,97.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.5386,0.0466,0.0000,10.2587,0.0029,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,83.8421,0.3660,0.0000,5.0000,0.4000,0.9997,0.0479,0.9997,0.0479,1.0019,0.0170,0.0338,0.0114
0.1500,99.0000,100.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6574,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,0.9981,0.0341,0.9981,0.0341,0.9997,0.0126,0.0231,0.0084
0.2000,100.0000,100.0000,100.0000,121.0000,0.0000,123.0000,0.0000,130.0000,0.0000,31.0000,152.0000,0.0000,0.0000,29.0000,152.0000,0.0000,0.0000,22.0000,152.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,inf,nan,nan,inf,nan,nan,inf,nan,nan,22.5263,0.9581,0.0000,inf,nan,nan,5.0000,0.4000,0.9978,0.0409,0.9978,0.0409,0.9996,0.0129,0.0319,0.0088
0.2500,98.0000,98.0000,100.0000,51.0000,0.0000,51.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6342,0.0142,0.0000,10.3687,0.1027,0.0000,4.0202,0.0167,0.0000,22.0000,0.0000,0.0000,84.2030,0.4038,0.0000,5.0000,0.4000,0.9888,0.0239,0.9888,0.0239,0.9881,0.0095,0.0184,0.0072
0.3000,100.0000,99.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6256,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,1.0034,0.0144,1.0034,0.0144,1.0060,0.0054,0.0100,0.0044
0.3500,100.0000,98.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6168,0.0167,0.0000,10.3969,0.1042,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,83.7820,0.4145,0.0000,5.0000,0.4000,1.0006,0.0076,1.0006,0.0076,1.0008,0.0024,0.0059,0.0015
0.4000,97.0000,98.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6574,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001
0.4500,98.0000,98.0000,99.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6567,0.0047,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,83.9549,0.2083,0.0000,5.0000,0.4000,1.0077,0.0070,1.0077,0.0070,1.0084,0.0043,0.0059,0.0043
