epsilon,coverage,coverage_double,coverage_cumul,avg_length,std_length,avg_length_double,std_length_double,avg_length_cumul,std_length_cumul,avg_interval_target_lower,avg_interval_target_upper,std_interval_target_lower,std_interval_target_upper,avg_interval_target_double_lower,avg_interval_target_double_upper,std_interval_target_double_lower,std_interval_target_double_upper,avg_interval_target_cumul_lower,avg_interval_target_cumul_upper,std_interval_target_cumul_lower,std_interval_target_cumul_upper,avg_interval_behavior_lower,avg_interval_behavior_upper,std_interval_behavior_lower,std_interval_behavior_upper,avg_quantile,avg_std_quantile,std_avg_quantile,avg_double_quantile_low,avg_std_double_quantile_low,std_avg_double_quantile_low,avg_double_quantile_high,avg_std_double_quantile_high,std_avg_double_quantile_high,avg_cumul_quantile_low,avg_std_cumul_quantile_low,std_avg_cumul_quantile_low,avg_cumul_quantile_high,avg_std_cumul_quantile_high,std_avg_cumul_quantile_high,horizon,epsilon_pi_behavior,avg_weights,std_weights,avg_ratio_what_w,std_ratio_what_w,median_ratio_what_w,avg_delta_w,std_delta_w,median_delta_w
0.0000,100.0000,100.0000,100.0000,53.0000,0.0000,52.0000,0.0000,63.0000,0.0000,31.0000,84.0000,0.0000,0.0000,28.0000,80.0000,0.0000,0.0000,22.0000,85.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,8.0168,0.0062,0.0000,11.0013,0.0682,0.0000,4.0251,0.0061,0.0000,22.0000,0.0000,0.0000,85.0000,0.0000,0.0000,5.0000,0.4000,0.9746,0.0903,0.9746,0.0903,0.9763,0.0352,0.0619,0.0271
0.0500,98.0000,98.0000,99.0000,51.0000,0.0000,51.0000,0.0000,130.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,152.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6360,0.0267,0.0000,10.3767,0.1271,0.0000,4.0664,0.0095,0.0000,22.0000,0.0000,0.0000,inf,nan,nan,5.0000,0.4000,1.0236,0.0660,1.0236,0.0660,1.0253,0.0271,0.0443,0.0219
0.1000,100.0000,100.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.4110,0.1021,0.0000,10.3052,0.0752,0.0000,3.1920,0.0782,0.0000,22.0000,0.0000,0.0000,83.6241,0.4862,0.0000,5.0000,0.4000,0.9901,0.0509,0.9901,0.0509,0.9988,0.0164,0.0403,0.0102
0.1500,100.0000,100.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6505,0.0132,0.0000,10.5497,0.0453,0.0000,3.2276,0.0000,0.0000,22.0000,0.0000,0.0000,83.6992,0.4603,0.0000,5.0000,0.4000,1.0030,0.0446,1.0030,0.0446,1.0064,0.0166,0.0299,0.0121
0.2000,100.0000,100.0000,100.0000,51.0000,0.0000,51.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.7644,0.0653,0.0000,10.6011,0.0299,0.0000,4.0151,0.0369,0.0000,22.0000,0.0000,0.0000,84.2632,0.4420,0.0000,5.0000,0.4000,1.0113,0.0396,1.0113,0.0396,1.0083,0.0145,0.0293,0.0110
0.2500,99.0000,98.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6256,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,1.0159,0.0253,1.0159,0.0253,1.0132,0.0112,0.0199,0.0088
0.3000,97.0000,98.0000,100.0000,51.0000,0.0000,51.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.7437,0.0559,0.0000,10.5339,0.0819,0.0000,4.0152,0.0410,0.0000,22.0000,0.0000,0.0000,84.2707,0.5790,0.0000,5.0000,0.4000,1.0076,0.0157,1.0076,0.0157,1.0048,0.0057,0.0133,0.0037
0.3500,97.0000,96.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6574,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,0.9990,0.0065,0.9990,0.0065,0.9986,0.0022,0.0048,0.0014
0.4000,99.0000,100.0000,100.0000,51.0000,0.0000,50.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,79.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6574,0.0000,0.0000,10.4925,0.0000,0.0000,3.8295,0.0000,0.0000,22.0000,0.0000,0.0000,84.0000,0.0000,0.0000,5.0000,0.4000,1.0003,0.0002,1.0003,0.0002,1.0003,0.0002,0.0002,0.0002
0.4500,99.0000,97.0000,99.0000,51.0000,0.0000,51.0000,0.0000,62.0000,0.0000,32.0000,83.0000,0.0000,0.0000,29.0000,80.0000,0.0000,0.0000,22.0000,84.0000,0.0000,0.0000,39.0000,76.0000,0.0000,0.0000,7.6574,0.0000,0.0000,10.5009,0.0267,0.0000,4.0217,0.0000,0.0000,22.0000,0.0000,0.0000,84.1053,0.3081,0.0000,5.0000,0.4000,0.9990,0.0093,0.9990,0.0093,0.9986,0.0034,0.0065,0.0025
